crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,price_per_ton,target_yield_t_ha 
Blackgram,Maharashtra,RAIGAD,2008,Kharif,700.0,46.47,67.07,30.79,29.92,77.11,6.23,99.76,22.62,79560.22,1.261
Maize,Maharashtra,RAIGAD,2008,Rabi,2.0,61.89,53.44,27.0,15.52,62.35,5.86,34.23,10.0,20249.23,4.951
Rice,Maharashtra,RAIGAD,2009,Kharif,124000.0,95.89,52.21,39.21,17.68,95.87,5.68,165.92,33.62,22716.27,4.44
Blackgram,Maharashtra,RAIGAD,2009,Kharif,600.0,41.52,85.01,22.69,31.0,74.66,7.11,106.66,26.22,74209.32,0.786
Rice,Maharashtra,RAIGAD,2010,Kharif,124600.0,76.2,49.73,35.9,25.14,87.5,5.79,300.0,38.07,23754.42,2.847
Blackgram,Maharashtra,RAIGAD,2010,Kharif,600.0,51.21,64.96,27.48,30.39,79.57,7.79,87.01,27.34,73034.04,1.08
Rice,Maharashtra,RAIGAD,2011,Kharif,123800.0,69.23,65.44,46.73,31.46,90.5,6.67,156.48,31.7,23369.99,3.456
Blackgram,Maharashtra,RAIGAD,2011,Kharif,600.0,12.24,56.67,20.32,30.28,77.81,5.87,101.87,18.85,75027.67,0.9
Maize,Maharashtra,RAIGAD,2011,Rabi,200.0,88.48,74.8,20.88,18.88,81.83,6.32,50.74,25.48,20249.3,2.516
Rice,Maharashtra,RAIGAD,2011,Summer,3000.0,61.92,43.88,40.53,29.91,79.43,4.5,147.73,24.15,25691.68,3.898
Rice,Maharashtra,RAIGAD,2012,Kharif,124100.0,78.57,53.12,39.15,24.67,90.96,5.6,208.89,35.19,23295.09,4.347
Blackgram,Maharashtra,RAIGAD,2012,Kharif,700.0,28.91,51.45,20.06,24.76,76.6,7.09,95.92,29.85,73735.16,1.146
Rice,Maharashtra,RAIGAD,2012,Summer,3800.0,66.25,72.16,42.17,27.08,80.6,5.88,161.03,18.5,24333.36,4.104
Rice,Maharashtra,RAIGAD,2013,Kharif,124100.0,73.83,59.28,41.58,29.19,89.37,4.5,151.38,29.26,24121.57,2.54
Blackgram,Maharashtra,RAIGAD,2013,Kharif,200.0,40.07,66.1,21.48,29.07,81.44,7.5,85.32,29.96,72700.17,1.006
Rice,Maharashtra,RAIGAD,2013,Summer,3800.0,53.03,62.35,35.62,29.41,77.59,7.57,40.99,22.05,26472.69,4.773
Rice,Maharashtra,RAIGAD,2014,Kharif,116200.0,69.9,42.14,35.88,27.88,94.62,7.72,190.72,31.74,22249.38,2.496
Rice,Maharashtra,RAIGAD,2014,Summer,9100.0,88.08,49.64,42.07,27.16,78.92,5.74,231.94,35.13,25102.82,4.058
Rice,Maharashtra,RATNAGIRI,1997,Kharif,79200.0,98.68,64.72,33.21,26.43,88.53,5.61,203.78,29.62,23391.13,4.482
Blackgram,Maharashtra,RATNAGIRI,1997,Kharif,100.0,59.05,61.12,26.2,34.95,72.89,5.28,71.17,23.9,74803.48,1.259
Rice,Maharashtra,RATNAGIRI,1997,Summer,3.0,101.03,20.76,40.28,30.8,78.34,7.02,161.26,32.33,23927.46,4.058
Rice,Maharashtra,RATNAGIRI,1998,Kharif,78400.0,87.8,43.47,45.83,27.21,84.98,5.28,206.05,22.57,22940.68,3.862
Blackgram,Maharashtra,RATNAGIRI,1998,Kharif,100.0,75.84,57.51,23.97,34.19,81.28,7.33,95.08,13.07,72322.7,1.237
Rice,Maharashtra,RATNAGIRI,1998,Summer,400.0,83.08,64.75,45.58,27.09,78.56,6.92,123.15,23.68,23715.49,2.472
Rice,Maharashtra,RATNAGIRI,1999,Kharif,79400.0,70.12,40.22,45.16,24.05,88.78,7.37,174.28,32.68,22249.46,3.858
Blackgram,Maharashtra,RATNAGIRI,1999,Kharif,300.0,67.37,64.3,28.97,27.07,73.87,7.02,83.98,22.56,76924.28,0.784
Rice,Maharashtra,RATNAGIRI,1999,Summer,500.0,68.43,44.44,43.75,25.22,82.01,6.97,156.58,26.55,23280.21,4.42
Rice,Maharashtra,RATNAGIRI,2000,Kharif,78400.0,94.22,45.87,47.3,23.7,87.72,7.41,111.88,30.44,23175.36,3.667
Blackgram,Maharashtra,RATNAGIRI,2000,Kharif,400.0,19.48,66.17,18.99,29.87,70.62,6.65,87.45,16.65,77416.6,1.147
Rice,Maharashtra,RATNAGIRI,2000,Summer,400.0,66.23,35.96,37.78,30.16,77.98,4.88,210.38,29.64,25744.35,4.579
Rice,Maharashtra,RATNAGIRI,2001,Kharif,78400.0,78.06,61.18,40.61,28.38,83.66,5.9,226.52,37.98,22249.52,3.881
Blackgram,Maharashtra,RATNAGIRI,2001,Kharif,400.0,73.04,83.43,28.9,28.04,78.14,6.69,94.93,19.6,74717.94,0.671
Rice,Maharashtra,RATNAGIRI,2001,Summer,300.0,76.8,50.2,47.7,25.91,74.34,4.81,222.36,30.55,23821.21,2.216
Rice,Maharashtra,RATNAGIRI,2002,Kharif,78500.0,73.52,43.55,36.23,25.83,89.4,5.28,144.26,31.68,22752.2,2.633
Blackgram,Maharashtra,RATNAGIRI,2002,Kharif,400.0,32.47,76.86,23.85,28.24,71.53,6.44,78.93,30.73,73906.34,0.717
Maize,Maharashtra,RATNAGIRI,2002,Rabi,100.0,83.99,40.85,26.87,16.24,67.18,6.27,20.0,18.97,20249.57,4.236
Rice,Maharashtra,RATNAGIRI,2002,Summer,300.0,76.81,38.46,42.31,29.81,74.16,5.1,153.36,31.41,26002.9,2.554
Rice,Maharashtra,RATNAGIRI,2003,Kharif,79200.0,87.81,33.69,38.74,26.85,89.23,5.24,204.86,35.85,25029.97,4.864
Blackgram,Maharashtra,RATNAGIRI,2003,Kharif,400.0,63.27,67.78,17.29,29.04,80.2,6.13,83.83,28.8,71150.92,0.96
Maize,Maharashtra,RATNAGIRI,2003,Rabi,100.0,93.99,60.58,30.37,25.99,63.67,5.13,79.56,23.65,20249.61,4.291
Rice,Maharashtra,RATNAGIRI,2003,Summer,200.0,89.18,33.78,33.38,25.34,75.32,6.89,137.4,24.2,23312.01,3.63
Banana,Maharashtra,RATNAGIRI,2003,Whole Year,100.0,102.18,74.1,51.85,25.7,86.91,5.94,92.03,26.02,18249.63,26.577
Mango,Maharashtra,RATNAGIRI,2003,Whole Year,40038.0,34.92,44.02,33.79,35.41,59.81,4.74,88.77,19.23,28249.64,7.251
Rice,Maharashtra,RATNAGIRI,2004,Kharif,79100.0,68.77,66.96,45.64,24.23,88.89,6.41,236.51,27.12,23700.69,4.55
Blackgram,Maharashtra,RATNAGIRI,2004,Kharif,400.0,48.79,73.72,36.0,31.05,71.33,7.35,72.94,20.1,67474.19,1.021
Maize,Maharashtra,RATNAGIRI,2004,Rabi,100.0,79.31,54.43,23.71,18.26,64.64,6.3,60.06,23.17,20249.67,5.596
Rice,Maharashtra,RATNAGIRI,2004,Summer,200.0,104.32,45.32,36.05,22.43,76.47,6.63,185.45,33.53,23072.23,3.414
Rice,Maharashtra,RATNAGIRI,2005,Kharif,77000.0,60.75,33.92,42.24,29.54,85.45,6.8,188.96,33.3,22249.69,4.573
Blackgram,Maharashtra,RATNAGIRI,2005,Kharif,400.0,53.48,68.5,22.85,32.15,68.9,6.76,85.25,21.9,74687.04,1.23
Rice,Maharashtra,RATNAGIRI,2005,Summer,200.0,98.51,5.0,48.13,25.11,76.34,7.72,137.16,33.1,23614.55,2.0
Rice,Maharashtra,RATNAGIRI,2006,Kharif,77900.0,87.62,46.38,41.84,26.21,87.07,5.93,283.11,33.24,24711.95,4.527
Blackgram,Maharashtra,RATNAGIRI,2006,Kharif,400.0,67.17,47.52,23.21,26.63,81.05,6.46,82.7,21.89,79100.0,1.216
Maize,Maharashtra,RATNAGIRI,2006,Rabi,100.0,39.74,59.82,29.15,20.69,56.49,6.05,65.02,22.4,20249.74,4.64
Rice,Maharashtra,RATNAGIRI,2006,Summer,100.0,102.18,54.18,33.95,31.04,80.12,6.99,151.83,22.64,23802.12,4.689
Rice,Maharashtra,RATNAGIRI,2007,Kharif,767.0,93.76,46.13,38.08,25.86,85.39,7.66,178.06,33.32,25901.4,4.501
Blackgram,Maharashtra,RATNAGIRI,2007,Kharif,4.0,68.62,58.85,24.83,33.51,66.88,6.17,84.9,24.55,74744.54,1.037
Maize,Maharashtra,RATNAGIRI,2007,Rabi,1.0,80.59,34.36,29.99,20.15,68.79,5.56,33.46,14.5,20249.78,5.149
Rice,Maharashtra,RATNAGIRI,2008,Kharif,77400.0,78.4,31.99,39.99,23.58,83.87,5.14,132.41,27.76,23917.78,3.558
Blackgram,Maharashtra,RATNAGIRI,2008,Kharif,400.0,35.43,54.93,26.11,32.95,75.29,7.11,87.42,29.27,75281.92,0.717
Maize,Maharashtra,RATNAGIRI,2008,Rabi,1.0,97.64,52.5,23.91,19.78,66.38,5.6,45.6,20.12,20249.81,3.581
Rice,Maharashtra,RATNAGIRI,2009,Kharif,77300.0,78.66,44.84,35.48,25.03,82.55,6.39,300.0,38.25,22479.07,3.209
Blackgram,Maharashtra,RATNAGIRI,2009,Kharif,400.0,57.98,51.57,37.94,31.06,67.73,5.82,92.58,29.58,74782.79,0.992
Maize,Maharashtra,RATNAGIRI,2009,Rabi,100.0,46.38,31.81,26.33,20.63,62.99,6.88,31.12,14.88,20249.84,4.276
Rice,Maharashtra,RATNAGIRI,2010,Kharif,78000.0,86.65,42.38,44.07,26.95,89.38,5.9,119.43,27.91,23710.92,3.703
Blackgram,Maharashtra,RATNAGIRI,2010,Kharif,500.0,42.45,69.61,25.79,32.11,76.43,5.9,94.21,19.96,74662.19,0.6
Maize,Maharashtra,RATNAGIRI,2010,Rabi,100.0,63.07,48.42,32.31,10.08,64.78,5.83,72.93,20.78,20249.87,2.5
Rice,Maharashtra,RATNAGIRI,2011,Kharif,77400.0,102.97,47.92,46.14,32.19,90.65,7.01,205.19,38.35,24095.2,5.618
Blackgram,Maharashtra,RATNAGIRI,2011,Kharif,400.0,43.39,63.5,32.63,32.13,72.49,6.76,88.89,24.36,72593.59,0.767
Maize,Maharashtra,RATNAGIRI,2011,Rabi,100.0,70.85,52.47,24.69,25.15,63.19,5.93,78.95,16.5,20249.9,5.417
Rice,Maharashtra,RATNAGIRI,2011,Summer,100.0,115.67,50.09,43.84,28.84,74.32,4.64,82.06,20.17,24220.19,2.81
Rice,Maharashtra,RATNAGIRI,2012,Kharif,73800.0,62.45,41.59,45.42,26.72,88.25,7.93,195.08,39.47,23502.41,3.843
Blackgram,Maharashtra,RATNAGIRI,2012,Kharif,300.0,34.12,65.05,18.38,37.43,70.1,6.96,76.56,27.82,74268.65,0.997
Rice,Maharashtra,RATNAGIRI,2012,Summer,100.0,93.7,40.92,47.44,28.14,78.28,6.15,173.31,28.15,25044.84,2.581
Rice,Maharashtra,RATNAGIRI,2013,Kharif,72100.0,96.94,30.11,39.77,26.63,86.99,6.67,300.0,38.03,23952.98,2.428
Rice,Maharashtra,RATNAGIRI,2014,Kharif,72500.0,55.51,46.86,38.08,22.88,91.69,6.38,204.26,26.08,22441.59,4.784
Maize,Maharashtra,SANGLI,1997,Kharif,7500.0,82.81,71.57,27.68,35.38,72.19,6.79,103.67,21.98,20249.97,4.584
Rice,Maharashtra,SANGLI,1997,Kharif,15700.0,106.48,70.43,45.77,20.96,84.96,8.5,295.17,35.45,24284.87,3.57
Blackgram,Maharashtra,SANGLI,1997,Kharif,7900.0,25.77,54.05,34.53,28.43,86.51,6.67,135.6,36.57,77526.88,0.6
Maize,Maharashtra,SANGLI,1997,Rabi,3600.0,65.93,75.42,35.01,22.59,77.15,6.14,70.2,29.84,20250.0,2.807
Maize,Maharashtra,SANGLI,1997,Summer,1100.0,102.3,69.88,33.82,29.37,81.72,7.4,128.66,32.63,20250.01,2.5
Maize,Maharashtra,SANGLI,1998,Kharif,8200.0,91.72,67.46,33.18,22.42,71.42,6.99,143.38,29.23,20250.02,4.257
Rice,Maharashtra,SANGLI,1998,Kharif,16300.0,62.46,56.12,43.43,26.12,88.93,6.74,127.68,32.3,23777.16,4.208
Blackgram,Maharashtra,SANGLI,1998,Kharif,8600.0,49.19,70.71,39.16,34.94,77.66,7.19,120.93,21.5,76697.93,0.6
Maize,Maharashtra,SANGLI,1998,Rabi,5400.0,69.97,35.02,24.43,25.28,73.1,7.02,111.6,28.59,20250.05,3.503
Maize,Maharashtra,SANGLI,1998,Summer,1600.0,82.77,52.34,34.01,29.6,79.37,5.37,108.91,29.31,20250.06,3.289
Maize,Maharashtra,SANGLI,1999,Kharif,9300.0,82.87,56.01,39.99,23.4,78.43,6.26,104.81,27.6,20250.07,4.884
Rice,Maharashtra,SANGLI,1999,Kharif,17900.0,97.7,34.43,55.08,25.61,88.17,5.21,196.21,27.54,24410.84,4.047
Blackgram,Maharashtra,SANGLI,1999,Kharif,9300.0,71.98,70.58,25.03,36.81,79.98,7.18,133.34,31.02,69051.93,0.969
Maize,Maharashtra,SANGLI,1999,Rabi,6300.0,98.57,51.64,27.77,16.45,65.91,6.47,73.99,22.36,20250.1,5.557
Maize,Maharashtra,SANGLI,1999,Summer,1800.0,78.52,44.87,35.23,29.39,71.99,5.73,100.36,30.15,20250.11,5.138
Maize,Maharashtra,SANGLI,2000,Kharif,9900.0,53.95,57.76,32.2,25.54,63.93,5.66,104.73,13.93,20250.12,4.072
Rice,Maharashtra,SANGLI,2000,Kharif,18600.0,51.65,65.17,55.1,27.43,86.66,5.68,293.2,32.16,23024.3,2.0
Blackgram,Maharashtra,SANGLI,2000,Kharif,8600.0,42.58,75.52,24.41,36.48,78.57,7.46,133.32,24.36,73946.87,0.909
Maize,Maharashtra,SANGLI,2000,Rabi,7300.0,77.31,53.64,35.62,22.02,58.36,5.72,117.25,19.21,20250.15,2.838
Maize,Maharashtra,SANGLI,2001,Kharif,8500.0,104.61,43.89,30.57,25.28,82.26,7.75,167.21,27.17,20250.16,3.153
Rice,Maharashtra,SANGLI,2001,Kharif,17700.0,88.36,52.98,51.6,20.97,90.65,7.44,227.21,38.35,22995.06,3.593
Blackgram,Maharashtra,SANGLI,2001,Kharif,6300.0,37.84,89.76,27.71,24.75,74.01,6.73,140.09,26.33,71002.92,0.865
Maize,Maharashtra,SANGLI,2001,Rabi,7500.0,83.1,77.07,23.65,25.37,69.01,7.32,123.49,34.51,20250.19,4.623
Maize,Maharashtra,SANGLI,2001,Summer,1100.0,93.57,62.42,30.17,26.22,66.45,7.0,122.95,29.32,20250.2,3.561
Maize,Maharashtra,SANGLI,2002,Kharif,9100.0,74.16,53.35,30.33,26.42,65.5,6.47,135.71,22.4,20250.21,5.977
Rice,Maharashtra,SANGLI,2002,Kharif,18500.0,63.73,71.0,48.03,25.73,89.87,7.5,300.0,35.42,22250.22,3.37
Blackgram,Maharashtra,SANGLI,2002,Kharif,6500.0,55.81,96.22,21.52,26.75,77.05,7.41,132.29,35.96,72008.88,1.003
Maize,Maharashtra,SANGLI,2002,Rabi,6900.0,80.39,32.98,40.46,20.23,64.94,6.89,107.72,28.73,20250.24,4.312
Maize,Maharashtra,SANGLI,2002,Summer,1200.0,48.12,39.5,41.43,24.71,58.81,6.94,78.14,24.02,20250.25,4.97
Maize,Maharashtra,SANGLI,2003,Kharif,5900.0,62.88,60.73,35.13,26.81,73.89,5.87,149.62,27.01,20250.26,4.664
Rice,Maharashtra,SANGLI,2003,Kharif,15600.0,75.53,44.55,38.64,24.18,89.0,6.6,251.78,41.43,23710.78,4.528
Blackgram,Maharashtra,SANGLI,2003,Kharif,2800.0,42.1,87.05,32.93,26.83,69.42,7.85,134.94,27.72,77244.06,1.034
Maize,Maharashtra,SANGLI,2003,Rabi,7300.0,119.32,45.11,31.27,24.62,68.2,7.07,83.28,22.31,20250.29,2.754
Banana,Maharashtra,SANGLI,2003,Whole Year,100.0,87.3,87.05,51.8,28.61,88.81,6.61,156.45,30.6,18250.3,23.781
Grapes,Maharashtra,SANGLI,2003,Whole Year,5465.0,35.72,120.4,164.09,17.96,86.47,6.21,113.05,30.65,30250.31,14.808
Mango,Maharashtra,SANGLI,2003,Whole Year,2606.0,22.49,46.26,38.39,34.23,59.77,7.7,133.27,20.3,28250.32,8.32
Maize,Maharashtra,SANGLI,2004,Kharif,13400.0,61.32,65.22,36.77,21.85,88.89,6.22,168.13,29.84,20250.33,5.647
Rice,Maharashtra,SANGLI,2004,Kharif,17700.0,79.74,24.31,48.42,20.38,87.08,6.88,175.05,31.59,23649.95,3.486
Blackgram,Maharashtra,SANGLI,2004,Kharif,7500.0,22.39,75.65,37.71,31.1,76.84,7.21,134.99,29.07,69941.22,0.952
Maize,Maharashtra,SANGLI,2004,Rabi,8500.0,47.54,35.84,28.8,30.78,63.29,6.52,86.21,23.0,20250.36,5.278
Maize,Maharashtra,SANGLI,2004,Summer,1800.0,85.75,54.02,33.02,20.99,75.02,6.43,62.65,32.87,20250.37,4.971
Rice,Maharashtra,SANGLI,2005,Kharif,18100.0,45.8,54.94,43.7,20.69,84.85,6.04,300.0,37.95,22944.51,4.298
Blackgram,Maharashtra,SANGLI,2005,Kharif,8200.0,37.18,82.72,36.5,29.8,72.85,7.31,123.21,27.45,80580.31,0.815
Maize,Maharashtra,SANGLI,2006,Kharif,16100.0,61.99,32.22,30.51,19.36,89.37,5.2,94.4,33.43,20250.4,4.783
Rice,Maharashtra,SANGLI,2006,Kharif,18100.0,104.38,58.89,48.11,24.14,90.31,6.3,228.07,39.56,22250.41,2.0
Blackgram,Maharashtra,SANGLI,2006,Kharif,8600.0,60.42,77.81,31.19,22.51,79.3,7.25,137.69,25.82,71314.92,0.797
Maize,Maharashtra,SANGLI,2006,Rabi,9100.0,82.84,59.07,31.45,21.8,64.42,6.72,135.51,29.02,20250.43,3.259
Maize,Maharashtra,SANGLI,2006,Summer,800.0,83.96,70.48,33.67,28.0,62.92,5.09,143.43,24.18,20250.44,2.666
Maize,Maharashtra,SANGLI,2007,Kharif,224.0,63.92,77.03,32.78,20.42,72.26,6.44,135.05,21.76,20250.45,5.182
Rice,Maharashtra,SANGLI,2007,Kharif,187.0,90.2,56.52,44.17,26.26,87.24,5.98,212.72,30.25,22378.92,4.171
Blackgram,Maharashtra,SANGLI,2007,Kharif,116.0,86.8,83.36,32.7,29.96,74.86,7.73,142.61,23.69,75118.89,0.999
Maize,Maharashtra,SANGLI,2007,Rabi,106.0,101.75,53.34,26.13,20.09,68.31,6.72,72.23,17.41,20250.48,4.24
Maize,Maharashtra,SANGLI,2007,Summer,12.0,78.48,51.61,31.82,24.88,67.96,6.16,71.88,18.26,20250.49,5.216
Maize,Maharashtra,SANGLI,2008,Kharif,13400.0,80.56,71.5,34.88,18.26,70.61,6.45,148.27,26.21,20250.5,5.879
Rice,Maharashtra,SANGLI,2008,Kharif,18700.0,75.44,54.19,53.37,20.8,89.35,6.35,300.0,37.77,24246.42,4.475
Blackgram,Maharashtra,SANGLI,2008,Kharif,3100.0,34.85,74.31,28.15,25.53,75.18,6.3,133.55,27.66,76364.28,0.881
Maize,Maharashtra,SANGLI,2008,Rabi,133.0,70.42,49.3,30.31,23.72,55.29,6.79,84.69,21.19,20250.53,4.097
Maize,Maharashtra,SANGLI,2009,Kharif,14100.0,59.91,70.46,34.19,29.64,79.36,6.91,143.42,28.62,20250.54,3.538
Rice,Maharashtra,SANGLI,2009,Kharif,18700.0,75.68,62.5,49.7,27.94,89.01,6.76,259.03,37.85,22486.27,3.274
Blackgram,Maharashtra,SANGLI,2009,Kharif,5300.0,42.89,61.28,29.85,28.36,78.73,6.1,137.99,30.32,74075.63,1.067
Maize,Maharashtra,SANGLI,2009,Rabi,14300.0,101.0,59.15,21.47,24.83,73.74,6.93,77.29,21.86,20250.57,3.511
Maize,Maharashtra,SANGLI,2010,Kharif,26200.0,77.28,61.59,38.15,28.25,88.37,5.96,126.96,30.29,20250.58,4.175
Rice,Maharashtra,SANGLI,2010,Kharif,20200.0,66.28,78.57,50.95,24.57,90.33,6.45,268.61,24.75,23062.58,3.651
Blackgram,Maharashtra,SANGLI,2010,Kharif,12700.0,72.75,68.27,24.38,26.71,73.7,8.5,137.11,26.65,72164.72,0.6
Maize,Maharashtra,SANGLI,2010,Rabi,15500.0,65.46,56.56,25.52,26.89,70.81,6.87,134.16,20.64,20250.61,3.946
Maize,Maharashtra,SANGLI,2011,Kharif,32800.0,56.86,70.31,34.02,31.44,75.38,6.24,120.42,21.72,20250.62,3.672
Rice,Maharashtra,SANGLI,2011,Kharif,18100.0,84.57,52.42,51.35,22.76,85.58,4.5,300.0,36.74,26076.52,2.677
Blackgram,Maharashtra,SANGLI,2011,Kharif,7300.0,33.72,64.43,24.03,30.25,74.9,6.41,140.4,22.72,77359.88,0.881
Maize,Maharashtra,SANGLI,2011,Rabi,17700.0,58.95,59.99,42.28,22.87,64.97,7.91,121.01,23.91,20250.65,4.545
Maize,Maharashtra,SANGLI,2011,Summer,2600.0,55.23,72.38,34.67,31.68,66.87,7.47,79.9,17.96,20250.66,2.947
Maize,Maharashtra,SANGLI,2012,Kharif,17900.0,87.87,74.3,39.93,15.8,88.87,6.18,147.27,44.63,20250.67,3.617
Rice,Maharashtra,SANGLI,2012,Kharif,17500.0,78.4,59.58,47.59,15.86,89.19,6.53,300.0,41.82,22763.75,4.29
Blackgram,Maharashtra,SANGLI,2012,Kharif,5500.0,74.09,55.66,21.68,24.28,74.78,7.81,135.03,18.69,78031.63,0.659
Maize,Maharashtra,SANGLI,2012,Rabi,17000.0,77.4,67.13,33.37,16.91,55.34,5.81,117.71,18.57,20250.7,3.675
Maize,Maharashtra,SANGLI,2013,Kharif,26600.0,89.39,41.92,36.29,23.47,73.0,6.44,126.76,23.13,20250.71,5.413
Rice,Maharashtra,SANGLI,2013,Kharif,14500.0,68.96,42.7,48.39,15.34,89.27,6.86,300.0,38.75,23640.27,3.005
Blackgram,Maharashtra,SANGLI,2013,Kharif,7300.0,66.62,61.97,29.35,27.11,80.14,6.12,145.1,28.02,82250.73,0.822
Maize,Maharashtra,SANGLI,2013,Rabi,18500.0,65.09,60.8,32.63,23.0,65.52,7.22,127.29,24.13,20250.74,3.859
Maize,Maharashtra,SANGLI,2013,Summer,2800.0,69.42,37.02,32.18,13.45,68.43,5.8,88.6,24.74,20250.75,2.714
Maize,Maharashtra,SANGLI,2014,Kharif,37100.0,73.46,59.47,35.56,27.38,82.4,6.46,144.45,37.38,20250.76,4.338
Rice,Maharashtra,SANGLI,2014,Kharif,15500.0,66.2,26.3,48.67,21.91,88.65,5.16,232.99,35.59,24193.8,3.042
Maize,Maharashtra,SANGLI,2014,Rabi,24300.0,47.72,63.91,40.46,23.59,54.74,6.62,136.85,28.98,20250.78,4.025
Maize,Maharashtra,SANGLI,2014,Summer,2400.0,61.92,67.13,31.05,22.49,66.01,5.95,94.72,25.82,20250.79,2.5
Maize,Maharashtra,SATARA,1997,Kharif,6700.0,38.82,56.24,12.32,24.39,71.97,5.28,92.54,21.62,20250.8,5.685
Rice,Maharashtra,SATARA,1997,Kharif,41100.0,91.96,60.44,45.48,24.34,85.89,7.77,120.74,28.55,24644.22,2.0
Blackgram,Maharashtra,SATARA,1997,Kharif,4400.0,47.2,68.49,24.12,27.97,83.53,7.95,107.09,23.8,77815.68,1.244
Maize,Maharashtra,SATARA,1997,Rabi,2900.0,31.2,45.75,22.2,16.16,74.69,6.25,33.86,31.21,20250.83,5.058
Maize,Maharashtra,SATARA,1997,Summer,400.0,40.53,53.78,29.84,26.48,65.26,6.39,31.3,24.79,20250.84,2.822
Maize,Maharashtra,SATARA,1998,Kharif,7200.0,57.18,56.04,22.76,26.74,79.93,5.68,126.23,29.27,20250.85,3.753
Rice,Maharashtra,SATARA,1998,Kharif,41500.0,79.43,43.68,33.62,20.56,93.68,6.9,246.29,33.31,22250.86,5.415
Blackgram,Maharashtra,SATARA,1998,Kharif,4400.0,10.0,76.67,22.2,33.21,75.31,7.3,91.91,20.25,72766.52,1.17
Maize,Maharashtra,SATARA,1998,Rabi,4000.0,68.72,56.66,22.42,16.2,72.83,6.16,46.99,28.08,20250.88,5.152
Maize,Maharashtra,SATARA,1998,Summer,600.0,82.91,61.6,17.72,26.99,60.02,6.22,20.54,13.35,20250.89,4.614
Maize,Maharashtra,SATARA,1999,Kharif,8400.0,60.1,66.8,21.12,15.7,87.07,5.71,111.46,34.39,20250.9,3.252
Rice,Maharashtra,SATARA,1999,Kharif,44000.0,62.5,45.83,33.09,23.45,93.71,8.16,238.9,31.92,24634.24,3.258
Blackgram,Maharashtra,SATARA,1999,Kharif,4800.0,14.04,67.93,12.58,31.31,73.82,6.36,91.39,23.99,77830.02,0.97
Maize,Maharashtra,SATARA,1999,Rabi,4700.0,78.93,57.5,26.86,20.23,69.98,5.86,32.48,22.28,20250.93,2.5
Maize,Maharashtra,SATARA,1999,Summer,600.0,38.97,51.8,20.1,26.22,64.12,4.79,78.53,24.67,20250.94,3.341
Maize,Maharashtra,SATARA,2000,Kharif,7100.0,68.39,66.97,26.94,25.4,77.34,4.5,108.23,21.87,20250.95,3.886
Rice,Maharashtra,SATARA,2000,Kharif,43900.0,103.44,36.32,30.97,22.79,88.75,5.73,231.86,26.61,22493.6,4.07
Blackgram,Maharashtra,SATARA,2000,Kharif,4600.0,25.83,85.72,18.39,34.73,81.32,6.36,98.38,28.73,78797.03,0.859
Maize,Maharashtra,SATARA,2000,Rabi,4900.0,29.09,67.29,22.07,23.13,75.01,5.6,82.24,25.57,20250.98,4.279
Maize,Maharashtra,SATARA,2001,Kharif,7000.0,39.71,61.7,32.22,20.34,82.65,6.14,138.57,25.56,20250.99,3.822
Rice,Maharashtra,SATARA,2001,Kharif,44600.0,92.23,49.18,29.56,20.65,87.14,7.03,183.33,32.09,22614.82,3.0
Blackgram,Maharashtra,SATARA,2001,Kharif,4800.0,34.45,73.9,22.97,37.8,83.38,6.23,87.31,22.64,71130.78,0.986
Maize,Maharashtra,SATARA,2001,Rabi,4800.0,47.37,32.3,20.8,19.91,60.28,5.99,104.48,30.92,20251.02,3.349
Maize,Maharashtra,SATARA,2001,Summer,600.0,80.15,48.42,20.63,25.82,64.12,6.54,50.06,26.36,20251.03,5.097
Maize,Maharashtra,SATARA,2002,Kharif,8000.0,76.06,49.02,23.72,18.88,84.46,6.06,97.39,25.04,20251.04,6.151
Rice,Maharashtra,SATARA,2002,Kharif,45400.0,64.85,75.36,43.63,28.45,89.92,5.98,218.39,22.86,24365.05,4.307
Blackgram,Maharashtra,SATARA,2002,Kharif,5100.0,10.82,60.84,14.55,36.52,79.92,6.38,94.43,19.9,82013.84,0.931
Maize,Maharashtra,SATARA,2002,Rabi,4900.0,35.56,65.68,19.62,20.79,69.39,6.69,60.14,23.8,20251.07,4.415
Maize,Maharashtra,SATARA,2002,Summer,400.0,72.97,61.64,20.08,26.51,73.85,6.74,74.57,21.74,20251.08,4.034
Maize,Maharashtra,SATARA,2003,Kharif,7800.0,48.47,46.5,21.68,25.68,74.93,4.84,110.75,30.52,20251.09,3.531
Rice,Maharashtra,SATARA,2003,Kharif,44200.0,53.95,58.52,34.3,18.42,86.96,4.88,140.7,37.41,24236.7,4.72
Blackgram,Maharashtra,SATARA,2003,Kharif,4400.0,10.23,73.28,27.21,29.12,77.49,7.43,91.85,23.61,80422.81,1.076
Maize,Maharashtra,SATARA,2003,Rabi,4700.0,52.49,56.1,15.88,18.82,63.3,6.44,20.0,17.96,20251.12,4.459
Banana,Maharashtra,SATARA,2003,Whole Year,300.0,79.32,80.04,53.4,27.2,91.73,5.73,118.55,28.63,18251.13,18.0
Grapes,Maharashtra,SATARA,2003,Whole Year,347.0,30.62,108.64,159.84,38.29,86.34,6.18,84.65,27.78,30251.14,21.593
