crop,state_name,district_name,crop_year,season,area_ha,nitrogen,phosphorous,potassium,temperature_c,humidity,ph,rainfall_mm,moisture,yield_t_ha 
Rice,Odisha,GANJAM,2009,Summer,1000.0,61.48,46.59,43.33,25.14,73.37,7.83,153.61,27.89,3.0
Blackgram,Odisha,GANJAM,2009,Summer,8.0,35.26,77.23,37.3,26.7,57.65,6.18,58.96,21.62,0.25
Rice,Odisha,GANJAM,2009,Winter,276000.0,67.28,47.33,45.51,23.5,77.39,8.32,220.24,29.17,2.022
Blackgram,Odisha,GANJAM,2009,Winter,6808.0,57.55,63.12,25.92,23.68,67.25,7.71,72.94,20.46,0.215
Maize,Odisha,GANJAM,2010,Autumn,917.0,53.14,47.96,28.71,24.51,62.09,4.64,101.53,23.7,1.582
Rice,Odisha,GANJAM,2010,Autumn,1000.0,48.85,30.25,50.09,23.48,76.95,6.43,240.21,32.49,2.0
Blackgram,Odisha,GANJAM,2010,Autumn,185.0,10.79,57.32,39.34,24.05,62.54,7.15,85.29,24.17,0.233
Maize,Odisha,GANJAM,2010,Summer,7.0,86.9,44.17,32.7,30.94,53.88,6.59,56.89,19.85,2.086
Rice,Odisha,GANJAM,2010,Summer,2000.0,67.21,55.45,53.38,21.44,72.91,7.32,201.26,30.93,1.0
Blackgram,Odisha,GANJAM,2010,Summer,16.0,47.76,53.33,33.53,39.04,47.31,6.89,48.64,23.81,0.338
Maize,Odisha,GANJAM,2010,Winter,4.0,69.18,50.77,30.47,24.15,61.48,6.26,42.17,20.74,0.4
Rice,Odisha,GANJAM,2010,Winter,271000.0,49.22,57.89,40.65,22.07,74.32,4.5,185.94,31.1,1.579
Blackgram,Odisha,GANJAM,2010,Winter,5329.0,49.6,74.55,20.92,32.88,67.95,6.29,67.0,23.56,0.184
Maize,Odisha,GANJAM,2011,Autumn,1278.0,54.01,26.89,24.67,30.9,57.1,5.35,66.42,18.01,1.833
Rice,Odisha,GANJAM,2011,Autumn,1000.0,88.17,50.96,52.72,21.62,77.94,6.42,162.76,26.15,1.0
Blackgram,Odisha,GANJAM,2011,Autumn,62.0,40.56,43.89,34.11,25.05,62.61,7.45,64.04,18.11,0.177
Maize,Odisha,GANJAM,2011,Summer,7.0,54.12,44.74,30.39,33.3,55.15,6.71,51.28,26.15,4.243
Maize,Odisha,GANJAM,2011,Winter,7.0,82.26,55.13,33.02,14.73,72.74,5.78,117.11,28.0,1.629
Rice,Odisha,GANJAM,2011,Winter,261000.0,39.95,38.4,44.55,24.0,80.99,8.5,180.63,26.17,0.582
Blackgram,Odisha,GANJAM,2011,Winter,2932.0,42.21,67.39,32.7,30.31,65.26,7.35,60.84,15.15,0.235
Maize,Odisha,GANJAM,2012,Autumn,1009.0,73.81,25.48,36.2,23.07,59.31,4.99,93.86,23.3,1.71
Rice,Odisha,GANJAM,2012,Autumn,1000.0,57.13,62.48,42.62,27.11,76.3,6.16,214.35,29.01,1.0
Blackgram,Odisha,GANJAM,2012,Autumn,133.0,45.12,61.67,40.86,26.59,64.02,7.33,81.9,14.14,0.182
Maize,Odisha,GANJAM,2012,Winter,1.0,79.38,52.37,32.83,16.22,53.75,7.98,91.57,21.71,1.6
Rice,Odisha,GANJAM,2012,Winter,255000.0,112.85,47.79,50.62,26.26,79.53,7.95,229.39,32.2,1.792
Blackgram,Odisha,GANJAM,2012,Winter,6832.0,10.0,65.58,33.08,20.86,57.96,7.59,76.1,20.0,0.207
Maize,Odisha,GANJAM,2013,Autumn,717.0,61.01,33.61,26.58,18.19,68.9,6.81,74.69,16.8,1.791
Rice,Odisha,GANJAM,2013,Autumn,1000.0,75.97,53.4,40.31,22.76,76.62,8.5,164.73,31.44,1.0
Blackgram,Odisha,GANJAM,2013,Autumn,45.0,47.62,69.9,25.77,34.79,60.43,7.76,75.47,25.28,0.113
Maize,Odisha,GANJAM,2013,Summer,34.0,98.75,58.96,26.83,31.4,54.27,6.21,59.76,17.68,1.979
Rice,Odisha,GANJAM,2013,Summer,1000.0,78.39,40.13,33.89,28.3,67.29,6.91,265.45,27.69,1.0
Maize,Odisha,GANJAM,2013,Winter,9.0,91.83,40.37,24.95,17.8,73.2,6.98,95.37,30.33,1.544
Rice,Odisha,GANJAM,2013,Winter,250000.0,58.46,52.66,49.9,21.45,76.81,7.02,202.83,30.35,0.36
Blackgram,Odisha,GANJAM,2013,Winter,4833.0,66.14,68.74,33.72,26.66,68.73,7.2,74.72,19.18,0.225
Maize,Odisha,GANJAM,2014,Autumn,587.0,53.31,42.7,31.03,19.77,44.97,6.47,95.5,27.52,1.64
Blackgram,Odisha,GANJAM,2014,Autumn,80.0,40.95,74.93,25.76,29.73,66.87,6.66,85.93,26.78,0.188
Maize,Odisha,GANJAM,2014,Summer,33.0,66.38,53.27,33.85,28.7,54.34,7.27,64.53,28.37,2.527
Rice,Odisha,GANJAM,2014,Summer,1000.0,96.22,70.43,46.61,24.1,66.75,8.32,180.01,28.91,2.0
Maize,Odisha,GANJAM,2014,Winter,1.0,55.68,48.11,31.91,16.69,56.24,6.05,99.07,23.66,4.6
Rice,Odisha,GANJAM,2014,Winter,264000.0,74.34,55.33,50.09,23.77,77.99,6.03,109.53,31.17,2.708
Blackgram,Odisha,GANJAM,2014,Winter,4973.0,40.61,61.38,37.65,18.45,61.22,7.8,69.05,21.22,0.22
Maize,Odisha,GANJAM,2015,Autumn,901.0,87.13,54.71,31.47,19.15,50.29,5.2,85.36,17.28,1.98
Blackgram,Odisha,GANJAM,2015,Autumn,61.0,42.01,74.23,31.87,30.78,69.66,7.45,89.83,24.6,0.234
Maize,Odisha,GANJAM,2015,Summer,29.0,100.02,44.07,39.03,28.63,61.11,6.42,37.01,10.0,2.617
Maize,Odisha,GANJAM,2015,Winter,8.0,61.9,58.16,30.25,18.69,68.0,5.08,78.98,28.66,2.138
Rice,Odisha,GANJAM,2015,Winter,242000.0,89.0,51.67,44.03,24.61,78.11,6.29,209.14,31.92,1.921
Blackgram,Odisha,GANJAM,2015,Winter,3682.0,24.26,66.66,31.33,26.75,61.39,7.44,66.95,21.73,0.216
Jute,Odisha,JAGATSINGHAPUR,1997,Autumn,110.0,72.97,56.4,43.74,26.99,86.75,6.66,149.54,25.31,1.091
Blackgram,Odisha,JAGATSINGHAPUR,1997,Summer,254.0,33.37,73.05,21.77,30.37,62.72,7.25,49.24,22.48,0.197
Blackgram,Odisha,JAGATSINGHAPUR,1997,Winter,4394.0,36.83,68.88,23.63,26.08,72.3,6.08,61.77,17.63,0.384
Jute,Odisha,JAGATSINGHAPUR,1998,Autumn,16.0,46.9,37.87,34.7,28.4,81.92,5.72,176.63,27.28,6.938
Rice,Odisha,JAGATSINGHAPUR,1998,Autumn,5352.0,77.55,79.02,34.42,29.61,84.68,7.67,171.44,31.38,1.24
Rice,Odisha,JAGATSINGHAPUR,1998,Summer,6601.0,31.11,51.54,36.23,26.0,81.64,5.35,160.34,23.18,2.057
Blackgram,Odisha,JAGATSINGHAPUR,1998,Summer,286.0,48.28,84.13,29.91,28.29,72.96,5.84,36.26,25.85,0.29
Rice,Odisha,JAGATSINGHAPUR,1998,Winter,96502.0,66.62,55.26,37.44,25.65,85.34,6.24,218.01,35.52,1.491
Blackgram,Odisha,JAGATSINGHAPUR,1998,Winter,2771.0,51.42,75.63,16.3,23.0,71.46,7.12,51.54,16.71,0.331
Rice,Odisha,JAGATSINGHAPUR,1999,Autumn,3000.0,72.4,59.9,43.53,17.29,80.66,5.22,259.17,35.44,1.0
Jute,Odisha,JAGATSINGHAPUR,1999,Kharif,90.0,71.56,33.75,41.05,29.08,76.71,5.54,175.67,34.44,5.556
Maize,Odisha,JAGATSINGHAPUR,1999,Kharif,420.0,67.37,61.54,19.9,26.19,72.61,5.83,87.87,20.25,1.452
Blackgram,Odisha,JAGATSINGHAPUR,1999,Kharif,130.0,29.37,57.64,21.21,25.71,76.47,6.26,88.98,27.29,0.538
Blackgram,Odisha,JAGATSINGHAPUR,1999,Rabi,13120.0,45.98,75.49,22.32,24.99,63.56,6.73,46.69,22.28,0.636
Rice,Odisha,JAGATSINGHAPUR,1999,Summer,9220.0,67.35,41.76,36.45,32.19,79.98,6.18,189.94,32.07,2.739
Rice,Odisha,JAGATSINGHAPUR,1999,Winter,90000.0,93.97,34.62,42.67,23.01,84.38,4.74,170.28,33.32,0.1
Rice,Odisha,JAGATSINGHAPUR,2000,Autumn,3810.0,84.25,70.31,37.86,25.22,81.6,6.53,246.17,40.6,1.281
Jute,Odisha,JAGATSINGHAPUR,2000,Kharif,80.0,110.79,45.01,42.38,29.38,95.69,6.39,148.47,34.87,5.875
Blackgram,Odisha,JAGATSINGHAPUR,2000,Kharif,2364.0,21.44,57.88,20.73,35.18,73.53,5.44,98.11,21.7,0.381
Rice,Odisha,JAGATSINGHAPUR,2000,Summer,2560.0,77.01,51.21,35.4,30.03,79.45,7.88,147.17,29.03,1.598
Rice,Odisha,JAGATSINGHAPUR,2000,Winter,87970.0,54.72,49.36,32.46,19.99,81.3,4.53,209.27,39.78,1.333
Jute,Odisha,JAGATSINGHAPUR,2001,Kharif,1.0,51.81,49.51,34.0,25.61,80.91,6.31,134.84,27.72,11.0
Rice,Odisha,JAGATSINGHAPUR,2001,Kharif,93000.0,30.84,33.7,27.15,30.38,90.7,4.5,201.33,36.57,1.731
Blackgram,Odisha,JAGATSINGHAPUR,2001,Kharif,4614.0,65.46,81.64,21.96,37.8,75.47,6.49,98.08,19.74,0.405
Jute,Odisha,JAGATSINGHAPUR,2002,Kharif,8.0,47.83,56.34,42.1,32.97,93.51,5.94,194.71,32.1,8.375
Rice,Odisha,JAGATSINGHAPUR,2002,Kharif,88000.0,56.24,42.5,29.22,33.9,88.14,5.64,204.76,28.8,1.193
Blackgram,Odisha,JAGATSINGHAPUR,2002,Kharif,2853.0,28.11,68.66,27.8,36.29,75.59,7.37,92.41,21.17,0.317
Jute,Odisha,JAGATSINGHAPUR,2003,Kharif,2.0,43.15,39.45,31.36,25.04,80.54,6.95,158.01,28.57,9.5
Rice,Odisha,JAGATSINGHAPUR,2003,Kharif,93000.0,80.13,54.53,31.21,33.51,86.23,4.84,300.0,39.9,1.366
Blackgram,Odisha,JAGATSINGHAPUR,2003,Kharif,4363.0,10.0,48.29,23.74,28.85,75.15,7.35,97.3,24.51,0.284
Jute,Odisha,JAGATSINGHAPUR,2004,Autumn,4.0,56.52,54.23,45.83,27.03,77.76,7.64,181.63,33.1,8.0
Rice,Odisha,JAGATSINGHAPUR,2004,Autumn,4000.0,38.29,42.02,38.85,28.03,84.14,6.61,184.01,32.5,1.5
Rice,Odisha,JAGATSINGHAPUR,2004,Summer,1000.0,106.56,33.7,32.45,31.2,75.88,7.0,174.39,30.74,3.0
Blackgram,Odisha,JAGATSINGHAPUR,2004,Summer,228.0,35.7,65.09,17.52,36.83,59.4,6.29,51.32,14.24,0.315
Rice,Odisha,JAGATSINGHAPUR,2004,Winter,92000.0,86.83,66.03,26.88,18.12,82.65,6.9,168.78,31.29,1.826
Blackgram,Odisha,JAGATSINGHAPUR,2004,Winter,3090.0,25.24,76.76,16.52,25.83,72.66,8.13,62.37,20.59,0.344
Jute,Odisha,JAGATSINGHAPUR,2005,Autumn,1.0,66.87,53.65,42.08,28.92,92.27,5.97,183.51,29.21,9.0
Rice,Odisha,JAGATSINGHAPUR,2005,Autumn,3000.0,100.64,49.55,36.3,28.46,81.97,7.26,109.08,24.61,1.667
Rice,Odisha,JAGATSINGHAPUR,2005,Summer,1000.0,37.28,50.32,39.16,23.96,72.82,6.18,199.84,34.73,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2005,Summer,562.0,64.91,64.38,27.17,34.63,67.73,5.71,45.63,25.74,0.366
Rice,Odisha,JAGATSINGHAPUR,2005,Winter,87000.0,57.4,23.72,29.0,22.91,85.13,6.18,157.9,29.51,1.862
Blackgram,Odisha,JAGATSINGHAPUR,2005,Winter,1754.0,63.22,52.81,20.02,28.77,67.87,6.4,39.88,19.08,0.24
Jute,Odisha,JAGATSINGHAPUR,2006,Autumn,6.0,37.83,53.73,43.64,29.3,87.96,6.64,193.34,36.09,7.0
Rice,Odisha,JAGATSINGHAPUR,2006,Autumn,4000.0,43.67,37.14,36.65,27.85,83.69,5.14,102.9,23.18,1.25
Rice,Odisha,JAGATSINGHAPUR,2006,Summer,2000.0,32.98,51.43,24.79,24.38,79.13,4.87,83.35,23.75,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2006,Summer,863.0,27.64,59.12,25.76,32.0,59.56,8.02,47.88,15.72,0.371
Rice,Odisha,JAGATSINGHAPUR,2006,Winter,87000.0,43.02,63.44,28.23,26.22,84.56,6.56,239.18,41.34,1.471
Blackgram,Odisha,JAGATSINGHAPUR,2006,Winter,2753.0,50.68,64.43,24.25,32.47,73.87,5.67,62.32,22.45,0.421
Jute,Odisha,JAGATSINGHAPUR,2007,Autumn,2.0,75.6,37.26,33.36,26.52,94.81,6.19,134.04,26.89,13.0
Rice,Odisha,JAGATSINGHAPUR,2007,Autumn,3000.0,92.77,33.7,32.8,29.75,86.52,4.5,236.52,32.11,1.333
Rice,Odisha,JAGATSINGHAPUR,2007,Summer,2000.0,56.7,59.03,41.67,28.51,77.36,6.11,232.38,30.5,1.5
Blackgram,Odisha,JAGATSINGHAPUR,2007,Summer,1130.0,22.0,66.48,15.58,28.06,63.72,6.99,46.84,23.1,0.279
Rice,Odisha,JAGATSINGHAPUR,2007,Winter,84000.0,69.26,58.93,42.31,27.3,85.27,6.25,259.26,34.18,1.75
Blackgram,Odisha,JAGATSINGHAPUR,2007,Winter,2316.0,62.6,55.42,17.14,24.09,71.16,7.6,53.02,18.66,0.4
Jute,Odisha,JAGATSINGHAPUR,2008,Autumn,5.0,83.15,54.32,33.9,27.26,75.73,6.41,160.84,27.91,8.2
Rice,Odisha,JAGATSINGHAPUR,2008,Autumn,2000.0,95.81,51.23,39.24,26.55,82.59,6.48,185.64,26.49,1.0
Rice,Odisha,JAGATSINGHAPUR,2008,Summer,3000.0,85.09,65.09,37.58,31.83,77.17,8.27,114.69,20.73,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2008,Summer,840.0,22.24,61.12,22.19,31.16,60.29,8.04,50.23,18.31,0.344
Rice,Odisha,JAGATSINGHAPUR,2008,Winter,86000.0,75.83,73.95,41.16,31.7,84.35,5.32,58.77,20.89,1.965
Blackgram,Odisha,JAGATSINGHAPUR,2008,Winter,1768.0,36.99,62.26,18.34,31.73,66.82,7.1,53.14,23.51,0.463
Jute,Odisha,JAGATSINGHAPUR,2009,Autumn,7.0,84.66,49.18,35.63,27.71,98.0,7.39,122.43,28.56,7.571
Rice,Odisha,JAGATSINGHAPUR,2009,Autumn,2000.0,53.56,33.49,35.59,24.08,84.69,5.11,215.46,32.98,2.0
Rice,Odisha,JAGATSINGHAPUR,2009,Summer,1000.0,65.24,70.72,27.58,27.98,76.27,6.58,206.37,35.03,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2009,Summer,764.0,49.16,70.14,25.4,36.93,65.63,6.75,42.47,22.58,0.29
Rice,Odisha,JAGATSINGHAPUR,2009,Winter,80000.0,70.58,45.22,33.93,31.62,87.95,4.83,233.78,27.98,1.988
Blackgram,Odisha,JAGATSINGHAPUR,2009,Winter,2082.0,57.81,56.05,24.71,22.69,67.29,6.73,65.32,25.75,0.406
Jute,Odisha,JAGATSINGHAPUR,2010,Autumn,3.0,88.22,47.14,46.82,28.69,83.58,5.89,103.83,32.49,11.333
Rice,Odisha,JAGATSINGHAPUR,2010,Autumn,2000.0,79.54,46.25,37.77,25.36,84.29,7.12,142.85,30.33,1.5
Rice,Odisha,JAGATSINGHAPUR,2010,Summer,1000.0,36.63,45.87,37.57,27.42,80.69,8.26,197.95,42.71,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2010,Summer,793.0,11.64,55.89,21.41,32.33,64.83,6.92,40.28,15.75,0.328
Rice,Odisha,JAGATSINGHAPUR,2010,Winter,85000.0,80.59,45.33,40.11,24.53,83.4,7.02,189.27,32.43,1.553
Blackgram,Odisha,JAGATSINGHAPUR,2010,Winter,2770.0,16.78,66.67,16.25,28.47,61.5,6.76,58.33,21.01,0.319
Jute,Odisha,JAGATSINGHAPUR,2011,Autumn,1.0,73.28,48.84,24.6,26.47,79.83,5.97,176.28,24.49,15.0
Rice,Odisha,JAGATSINGHAPUR,2011,Autumn,2000.0,64.25,61.55,37.37,31.82,82.82,4.87,197.8,32.52,1.0
Maize,Odisha,JAGATSINGHAPUR,2011,Summer,9.0,58.44,78.03,24.58,29.93,65.53,4.71,20.0,14.9,2.556
Blackgram,Odisha,JAGATSINGHAPUR,2011,Summer,495.0,39.54,62.13,10.31,40.0,69.33,6.45,45.9,19.68,0.381
Rice,Odisha,JAGATSINGHAPUR,2011,Winter,79000.0,67.2,61.42,32.71,28.5,84.49,4.5,96.96,19.44,2.443
Blackgram,Odisha,JAGATSINGHAPUR,2011,Winter,2895.0,37.9,84.65,20.43,23.75,70.72,7.75,57.26,23.92,0.434
Jute,Odisha,JAGATSINGHAPUR,2012,Autumn,2.0,45.36,39.58,34.01,27.59,78.78,7.28,137.71,20.41,2.25
Rice,Odisha,JAGATSINGHAPUR,2012,Autumn,1000.0,62.25,30.4,23.96,25.95,81.46,8.14,186.67,28.42,2.0
Rice,Odisha,JAGATSINGHAPUR,2012,Summer,210000.0,81.39,65.7,41.04,26.83,75.64,8.05,173.73,35.28,0.01
Blackgram,Odisha,JAGATSINGHAPUR,2012,Summer,502.0,37.47,63.65,21.46,26.49,52.19,6.98,45.05,12.64,0.321
Rice,Odisha,JAGATSINGHAPUR,2012,Winter,71000.0,80.8,62.51,27.85,26.74,83.69,6.23,229.18,37.08,2.93
Blackgram,Odisha,JAGATSINGHAPUR,2012,Winter,2463.0,28.32,68.95,19.48,28.63,69.35,7.0,47.94,25.24,0.432
Jute,Odisha,JAGATSINGHAPUR,2013,Autumn,1.0,56.91,37.17,36.17,27.74,72.67,6.94,167.49,35.91,1.9
Rice,Odisha,JAGATSINGHAPUR,2013,Autumn,1000.0,94.02,61.36,31.39,30.63,83.43,6.61,168.63,25.47,1.0
Maize,Odisha,JAGATSINGHAPUR,2013,Summer,4.0,75.68,55.62,21.02,20.56,70.65,6.17,20.0,19.8,1.875
Rice,Odisha,JAGATSINGHAPUR,2013,Summer,1000.0,89.14,49.06,35.49,29.34,75.22,8.25,223.15,34.87,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2013,Summer,311.0,40.93,69.03,25.97,26.82,57.15,7.32,51.69,16.81,0.391
Maize,Odisha,JAGATSINGHAPUR,2013,Winter,7.0,75.81,58.38,20.49,27.83,74.84,7.01,74.46,23.56,1.6
Rice,Odisha,JAGATSINGHAPUR,2013,Winter,79000.0,53.71,41.52,50.21,25.21,81.95,7.54,226.26,33.37,2.013
Blackgram,Odisha,JAGATSINGHAPUR,2013,Winter,1767.0,33.85,60.97,24.94,35.91,70.42,6.25,61.09,19.33,0.285
Jute,Odisha,JAGATSINGHAPUR,2014,Autumn,1.0,106.42,46.68,31.15,29.85,76.84,5.59,141.34,22.97,2.0
Rice,Odisha,JAGATSINGHAPUR,2014,Autumn,2000.0,19.2,43.82,37.03,30.66,80.62,4.98,182.56,29.78,1.5
Rice,Odisha,JAGATSINGHAPUR,2014,Summer,1000.0,81.8,44.61,37.32,29.92,77.75,7.19,156.45,24.4,4.0
Blackgram,Odisha,JAGATSINGHAPUR,2014,Summer,522.0,20.66,75.64,19.32,37.49,65.69,7.7,39.22,20.34,0.431
Rice,Odisha,JAGATSINGHAPUR,2014,Winter,82000.0,83.3,49.51,29.61,24.96,86.76,6.6,203.04,25.41,2.171
Blackgram,Odisha,JAGATSINGHAPUR,2014,Winter,1002.0,51.61,69.64,22.04,26.48,73.48,7.16,64.27,25.7,0.439
Rice,Odisha,JAGATSINGHAPUR,2015,Autumn,1000.0,88.12,61.65,38.66,22.22,83.93,5.83,175.57,27.7,2.0
Blackgram,Odisha,JAGATSINGHAPUR,2015,Summer,714.0,63.37,68.44,24.85,40.0,58.31,7.17,41.05,12.94,0.435
Rice,Odisha,JAGATSINGHAPUR,2015,Winter,79000.0,81.41,47.55,33.93,24.89,84.37,6.75,235.93,30.31,2.557
Blackgram,Odisha,JAGATSINGHAPUR,2015,Winter,1172.0,41.22,64.86,25.67,34.46,69.65,6.92,44.24,21.28,0.433
Jute,Odisha,JAJAPUR,1997,Autumn,23190.0,31.82,47.17,43.86,26.35,81.01,7.5,140.84,32.22,1.08
Maize,Odisha,JAJAPUR,1997,Autumn,18.0,103.03,30.55,20.9,21.57,73.76,6.4,90.41,21.7,0.389
Blackgram,Odisha,JAJAPUR,1997,Autumn,54.0,96.84,72.2,18.37,35.19,74.69,5.73,69.53,22.47,0.278
Maize,Odisha,JAJAPUR,1997,Summer,17.0,91.56,39.34,29.86,18.02,66.18,5.34,62.9,10.0,0.529
Blackgram,Odisha,JAJAPUR,1997,Summer,43.0,62.27,64.68,28.32,31.34,71.9,6.43,40.08,21.35,0.233
Blackgram,Odisha,JAJAPUR,1997,Winter,15990.0,78.46,71.97,22.04,27.6,75.62,6.89,46.51,18.87,0.442
Jute,Odisha,JAJAPUR,1998,Autumn,1283.0,78.5,38.37,42.92,23.9,87.29,5.76,85.06,29.05,6.893
Maize,Odisha,JAJAPUR,1998,Autumn,16.0,61.48,67.03,29.84,19.8,66.47,5.62,100.74,18.68,1.125
Rice,Odisha,JAJAPUR,1998,Autumn,21821.0,65.91,32.56,47.26,24.01,89.05,5.58,265.07,43.72,0.98
Blackgram,Odisha,JAJAPUR,1998,Autumn,58.0,10.0,71.35,26.4,30.17,74.69,6.34,63.23,25.8,0.155
Maize,Odisha,JAJAPUR,1998,Summer,11.0,80.49,44.62,28.64,27.45,64.9,5.93,20.0,21.75,0.727
Rice,Odisha,JAJAPUR,1998,Summer,9028.0,88.78,50.88,34.85,25.7,86.32,4.5,168.81,30.05,2.003
Blackgram,Odisha,JAJAPUR,1998,Summer,7.0,36.14,73.88,28.26,31.99,72.09,6.08,29.41,21.9,0.429
Rice,Odisha,JAJAPUR,1998,Winter,126708.0,69.6,38.81,36.6,22.15,87.43,5.54,243.72,30.93,1.318
Blackgram,Odisha,JAJAPUR,1998,Winter,11347.0,28.27,68.08,25.39,32.43,72.46,6.43,56.88,20.27,0.444
Rice,Odisha,JAJAPUR,1999,Autumn,17000.0,99.03,55.77,45.22,21.28,89.82,4.5,176.44,36.36,0.882
Jute,Odisha,JAJAPUR,1999,Kharif,3330.0,31.97,46.08,43.09,27.34,86.6,4.61,176.15,34.13,6.895
Maize,Odisha,JAJAPUR,1999,Kharif,1620.0,59.17,54.28,29.76,24.68,81.79,5.62,110.19,27.51,0.605
Blackgram,Odisha,JAJAPUR,1999,Kharif,2670.0,26.74,53.19,22.8,31.24,77.37,6.21,94.63,24.45,0.311
Maize,Odisha,JAJAPUR,1999,Rabi,70.0,32.8,5.0,27.72,20.87,70.59,5.69,48.01,18.73,2.0
Blackgram,Odisha,JAJAPUR,1999,Rabi,21720.0,66.66,64.14,41.28,20.66,67.78,5.73,43.46,23.39,0.21
Rice,Odisha,JAJAPUR,1999,Summer,10460.0,78.15,44.87,38.35,25.65,80.73,4.73,152.18,30.46,2.488
Rice,Odisha,JAJAPUR,1999,Winter,128000.0,60.24,45.52,39.1,26.11,90.59,5.48,178.66,34.29,0.492
Rice,Odisha,JAJAPUR,2000,Autumn,20370.0,66.86,43.61,38.11,20.54,84.06,6.32,131.59,35.54,0.623
Jute,Odisha,JAJAPUR,2000,Kharif,3960.0,75.65,39.81,52.78,24.83,94.28,5.44,220.31,47.67,7.593
Maize,Odisha,JAJAPUR,2000,Kharif,135.0,92.18,35.28,30.32,19.89,70.69,7.51,97.63,28.01,0.553
Blackgram,Odisha,JAJAPUR,2000,Kharif,8740.0,42.54,55.57,18.48,33.15,80.11,6.26,89.91,19.02,0.271
Rice,Odisha,JAJAPUR,2000,Summer,4790.0,67.06,21.79,41.26,28.19,82.37,4.5,135.62,33.74,1.908
Rice,Odisha,JAJAPUR,2000,Winter,119450.0,51.32,40.67,39.28,21.21,88.4,5.29,171.51,37.77,0.781
Jute,Odisha,JAJAPUR,2001,Kharif,397.0,89.13,57.7,49.43,24.74,85.24,5.07,150.45,35.26,4.406
Maize,Odisha,JAJAPUR,2001,Kharif,10.0,129.44,64.56,29.23,28.01,73.39,5.24,96.01,23.66,0.79
Rice,Odisha,JAJAPUR,2001,Kharif,119000.0,99.59,54.46,35.81,24.56,90.27,7.6,162.51,27.59,1.613
Blackgram,Odisha,JAJAPUR,2001,Kharif,13367.0,51.89,61.98,30.67,29.28,80.67,6.8,91.29,29.89,0.46
Jute,Odisha,JAJAPUR,2002,Kharif,1413.0,77.73,43.88,43.95,23.98,93.76,6.38,180.19,34.26,7.722
Maize,Odisha,JAJAPUR,2002,Kharif,165.0,40.52,36.24,24.28,26.63,93.62,6.08,97.26,33.79,0.712
Rice,Odisha,JAJAPUR,2002,Kharif,126000.0,80.82,62.13,34.46,17.29,91.31,7.12,98.25,28.36,0.746
Blackgram,Odisha,JAJAPUR,2002,Kharif,11179.0,59.29,57.39,19.71,27.13,72.72,7.12,94.24,26.18,0.317
Jute,Odisha,JAJAPUR,2003,Kharif,382.0,71.76,47.03,46.97,25.17,90.42,7.17,144.93,31.6,5.44
Maize,Odisha,JAJAPUR,2003,Kharif,47.0,42.21,31.7,27.43,28.39,75.61,6.34,80.76,19.98,0.468
Rice,Odisha,JAJAPUR,2003,Kharif,131000.0,73.24,40.52,39.96,24.77,94.27,7.34,278.06,29.13,1.275
Blackgram,Odisha,JAJAPUR,2003,Kharif,7221.0,34.63,66.29,19.12,28.39,83.27,6.32,92.39,23.0,0.244
Jute,Odisha,JAJAPUR,2004,Autumn,394.0,93.02,49.24,46.04,23.67,89.26,6.17,176.55,29.23,9.066
Maize,Odisha,JAJAPUR,2004,Autumn,154.0,36.89,52.9,26.95,23.71,81.48,4.6,76.4,18.24,0.548
Rice,Odisha,JAJAPUR,2004,Autumn,20000.0,62.83,57.26,47.87,21.05,87.62,5.57,128.18,34.63,0.75
Blackgram,Odisha,JAJAPUR,2004,Autumn,3.0,50.08,65.68,25.54,29.69,78.22,5.32,65.25,26.04,0.167
Maize,Odisha,JAJAPUR,2004,Summer,28.0,52.35,45.6,27.19,24.73,62.11,5.71,86.91,23.07,0.929
Rice,Odisha,JAJAPUR,2004,Summer,2000.0,59.97,42.42,44.37,29.01,80.53,4.5,131.07,29.89,2.5
Blackgram,Odisha,JAJAPUR,2004,Summer,8.0,38.55,56.66,32.43,34.41,71.0,6.32,42.43,30.6,0.3
Rice,Odisha,JAJAPUR,2004,Winter,117000.0,43.86,43.1,43.37,19.99,90.09,5.85,91.26,27.03,1.368
Blackgram,Odisha,JAJAPUR,2004,Winter,8008.0,105.07,53.4,22.04,22.11,69.97,6.0,49.04,22.1,0.271
Jute,Odisha,JAJAPUR,2005,Autumn,267.0,92.48,47.51,41.14,24.04,83.0,7.46,163.84,35.43,6.184
Maize,Odisha,JAJAPUR,2005,Autumn,87.0,82.03,43.71,25.94,24.06,64.15,6.08,97.8,19.52,0.73
Rice,Odisha,JAJAPUR,2005,Autumn,19000.0,67.06,50.51,44.37,26.74,87.11,5.79,242.4,33.05,1.211
Blackgram,Odisha,JAJAPUR,2005,Autumn,13.0,21.64,61.49,29.22,19.88,77.96,6.25,69.02,25.04,0.262
Maize,Odisha,JAJAPUR,2005,Summer,1.0,71.5,34.26,19.63,28.23,69.21,5.91,31.38,26.21,0.6
Rice,Odisha,JAJAPUR,2005,Summer,1000.0,87.77,57.91,44.75,23.83,78.89,4.5,103.47,34.98,3.0
